Date,Bitcoin Price,Bitcoin Open,Bitcoin High,Bitcoin Low,Gold Price,Gold Open,Gold High,Gold Low
18/11/2012,11.31428571,11.31428571,11.31428571,11.31428571,1722.32,1722.34,1725.9,1717.38
25/11/2012,12.12857143,12.12857143,12.12857143,12.12857143,1734.1,1728.3,1730.725,1726.275
02/12/2012,12.42857143,12.42857143,12.42857143,12.42857143,1729.26,1736.26,1739.38,1727.4
09/12/2012,13.3,13.3,13.3,13.3,1702.14,1704.76,1710.26,1692.3
16/12/2012,13.54285714,13.54285714,13.54285714,13.54285714,1705.84,1705.96,1711.96,1700.48
23/12/2012,13.41428571,13.41428571,13.41428571,13.41428571,1667.4,1676.62,1681,1657.7
30/12/2012,13.41428571,13.41428571,13.41428571,13.41428571,1658.975,1658.1,1664.15,1654.825
06/01/2013,13.4,13.4,13.4,13.4,1671.125,1665.325,1679,1653.275
13/01/2013,13.94285714,13.94285714,13.94285714,13.94285714,1659.82,1661.68,1665.68,1653.88
20/01/2013,15.11428571,15.11428571,15.11428571,15.11428571,1682.4,1675.04,1685.04,1673.68
27/01/2013,17.37142857,17.37142857,17.37142857,17.37142857,1676.25,1681.35,1683.275,1674.55
03/02/2013,19.85714286,19.85714286,19.85714286,19.85714286,1664.6,1662.9,1672.28,1658.28
10/02/2013,22.08571429,22.08571429,22.08571429,22.08571429,1672.36,1672.58,1678.6,1664.8
17/02/2013,26.04285714,26.04285714,26.04285714,26.04285714,1636.92,1647.36,1650.3,1631.7
24/02/2013,29.4,29.4,29.4,29.4,1582.95,1590.8,1597.625,1572.075
03/03/2013,32.72857143,32.72857143,32.72857143,32.72857143,1589.24,1592.22,1601,1579.92
10/03/2013,42.35714286,42.35714286,42.35714286,42.35714286,1574.54,1578.92,1582.72,1568.72
