Date,Price,Open,High,Low,Vol,Change
"May 02, 2019",1322.20,1323.00,1323.00,1323.00,0.00K,-0.90%
"May 01, 2019",1334.20,1334.20,1334.20,1334.20,0.26K,-0.11%
"Apr 30, 2019",1335.70,1335.70,1335.70,1335.70,0.21K,0.31%
"Apr 29, 2019",1331.60,1331.60,1331.60,1331.60,0.14K,-0.57%
"Apr 26, 2019",1339.20,1339.20,1339.20,1339.20,0.38K,0.68%
"Apr 25, 2019",1330.20,1330.20,1330.20,1330.20,0.00K,0.02%
"Apr 24, 2019",1329.90,1329.90,1329.90,1329.90,0.15K,0.46%
"Apr 23, 2019",1323.80,1323.80,1323.80,1323.80,0.01K,-0.35%
"Apr 22, 2019",1328.50,1328.50,1328.50,1328.50,0.00K,3.96%
"Apr 19, 2019",1277.90,1277.90,1277.90,1277.90,-,-3.69%
"Apr 18, 2019",1326.90,1326.90,1326.90,1326.90,0.08K,-0.05%
"Apr 17, 2019",1327.60,1327.60,1327.60,1327.60,0.06K,-0.04%
"Apr 16, 2019",1328.10,1329.10,1329.10,1329.00,0.05K,-1.07%
"Apr 15, 2019",1342.40,1342.40,1342.40,1342.40,0.02K,-0.29%
"Apr 12, 2019",1346.30,1346.30,1346.30,1346.30,0.23K,0.22%
"Apr 11, 2019",1343.40,1356.60,1356.60,1356.60,0.00K,-1.50%
"Apr 10, 2019",1363.90,1363.90,1363.90,1363.90,0.08K,0.40%
"Apr 09, 2019",1358.40,1358.40,1358.40,1358.40,0.00K,0.48%
"Apr 08, 2019",1351.90,1351.90,1351.90,1351.90,0.00K,0.50%
"Apr 05, 2019",1345.20,1345.20,1345.20,1345.20,0.05K,0.13%
"Apr 04, 2019",1343.50,1343.50,1343.50,1343.50,0.04K,-0.04%
"Apr 03, 2019",1344.00,1344.00,1344.00,1344.00,0.05K,0.01%
"Apr 02, 2019",1343.90,1340.80,1343.20,1340.80,0.00K,0.09%
"Apr 01, 2019",1342.70,1342.70,1342.70,1342.70,0.03K,-0.25%
"Mar 29, 2019",1346.00,1354.10,1354.10,1354.10,0.00K,0.27%
"Mar 28, 2019",1342.40,1348.00,1348.00,1342.20,0.01K,-1.57%
"Mar 27, 2019",1363.80,1363.80,1363.80,1363.80,0.04K,-0.40%
"Mar 26, 2019",1369.30,1369.30,1369.30,1369.30,0.01K,-0.64%
"Mar 25, 2019",1378.10,1378.10,1378.10,1378.10,0.10K,0.64%
"Mar 22, 2019",1369.30,1368.20,1368.20,1368.20,0.03K,0.35%
"Mar 21, 2019",1364.50,1364.50,1364.50,1364.50,0.12K,0.37%
"Mar 20, 2019",1359.50,1359.50,1359.50,1359.50,0.02K,-0.38%
"Mar 19, 2019",1364.70,1364.70,1364.70,1364.70,0.00K,0.39%
"Mar 18, 2019",1359.40,1359.40,1359.40,1359.40,0.01K,-0.09%
"Mar 15, 2019",1360.60,1360.60,1360.60,1360.60,0.01K,0.57%
"Mar 14, 2019",1352.90,1352.90,1352.90,1352.90,0.23K,-1.11%
"Mar 13, 2019",1368.10,1368.10,1368.10,1368.10,0.02K,0.85%
"Mar 12, 2019",1356.60,1356.60,1356.60,1356.60,0.08K,0.49%
"Mar 11, 2019",1350.00,1350.00,1350.00,1350.00,0.00K,-0.63%
"Mar 08, 2019",1358.50,1358.50,1358.50,1358.50,0.00K,1.01%
"Mar 07, 2019",1344.90,1344.90,1344.90,1344.90,0.04K,-0.12%
"Mar 06, 2019",1346.50,1346.50,1346.50,1346.50,0.00K,0.22%
"Mar 05, 2019",1343.50,1343.50,1343.50,1343.50,0.00K,-0.21%
"Mar 04, 2019",1346.30,1346.30,1346.30,1346.30,0.02K,-0.88%
"Mar 01, 2019",1358.30,1358.30,1358.30,1358.30,0.13K,-1.24%
"Feb 28, 2019",1375.30,1374.00,1374.00,1374.00,0.01K,-0.38%
"Feb 27, 2019",1380.50,1380.50,1380.50,1380.50,0.00K,-0.53%
"Feb 26, 2019",1387.90,1387.90,1387.90,1387.90,0.00K,-0.08%
"Feb 25, 2019",1389.00,1389.00,1389.00,1389.00,0.00K,-0.25%
"Feb 22, 2019",1392.50,1392.50,1392.50,1392.50,0.02K,0.38%
"Feb 21, 2019",1387.20,1388.00,1388.00,1388.00,0.03K,-1.39%
"Feb 20, 2019",1406.70,1406.70,1406.70,1406.70,0.15K,0.20%
"Feb 19, 2019",1403.90,1403.90,1403.90,1403.90,0.04K,5.59%
"Feb 18, 2019",1329.55,1324.35,1330.75,1324.05,-,0.40%
"Feb 17, 2019",1324.25,1324.65,1324.95,1323.85,-,-4.12%
"Feb 15, 2019",1381.20,1381.20,1381.20,1381.20,0.03K,0.58%
"Feb 14, 2019",1373.20,1373.20,1373.20,1373.20,0.07K,-0.10%
"Feb 13, 2019",1374.60,1374.60,1374.60,1374.60,0.05K,0.10%
"Feb 12, 2019",1373.20,1373.20,1373.20,1373.20,0.00K,0.15%
"Feb 11, 2019",1371.20,1371.20,1371.20,1371.20,0.03K,-0.48%
"Feb 08, 2019",1377.80,1377.80,1377.80,1377.80,0.05K,0.31%
"Feb 07, 2019",1373.60,1373.60,1373.60,1373.60,0.00K,-0.01%
"Feb 06, 2019",1373.80,1373.80,1373.80,1373.80,0.00K,-0.35%
"Feb 05, 2019",1378.60,1378.60,1378.60,1378.60,0.04K,0.02%
"Feb 04, 2019",1378.30,1378.30,1378.30,1378.30,0.00K,-0.20%
"Feb 01, 2019",1381.10,1382.60,1382.60,1382.60,0.01K,-0.21%
"Jan 31, 2019",1384.00,1384.00,1384.00,1384.00,0.08K,0.59%
"Jan 30, 2019",1375.90,1377.60,1377.60,1377.60,0.06K,0.02%
"Jan 29, 2019",1375.60,1375.60,1375.60,1375.60,0.20K,0.42%
"Jan 28, 2019",1369.80,1369.80,1369.80,1369.80,0.00K,0.43%
"Jan 25, 2019",1364.00,1360.00,1360.00,1360.00,0.01K,1.42%
"Jan 24, 2019",1344.90,1344.90,1344.90,1344.90,0.05K,-0.33%
"Jan 23, 2019",1349.30,1349.30,1349.30,1349.30,0.02K,0.07%
"Jan 22, 2019",1348.40,1348.40,1348.40,1348.40,0.15K,5.42%
"Jan 21, 2019",1279.05,1281.95,1282.95,1276.15,-,-0.23%
"Jan 20, 2019",1282.05,1281.30,1282.70,1280.50,-,-4.90%
"Jan 18, 2019",1348.10,1348.10,1348.10,1348.10,0.00K,-0.72%
"Jan 17, 2019",1357.90,1357.90,1357.90,1357.90,0.03K,-0.10%
"Jan 16, 2019",1359.30,1359.30,1359.30,1359.30,0.00K,0.41%
"Jan 15, 2019",1353.70,1353.70,1353.70,1353.70,0.01K,-0.26%
"Jan 14, 2019",1357.20,1357.20,1357.20,1357.20,0.40K,0.13%
"Jan 11, 2019",1355.40,1355.40,1355.40,1355.40,0.05K,0.18%
"Jan 10, 2019",1353.00,1353.00,1353.00,1353.00,0.55K,-0.32%
"Jan 09, 2019",1357.30,1357.30,1357.30,1357.30,0.10K,0.46%
"Jan 08, 2019",1351.10,1351.10,1351.10,1351.10,0.00K,-0.30%
"Jan 07, 2019",1355.20,1355.20,1355.20,1355.20,0.01K,0.31%
"Jan 04, 2019",1351.00,1351.80,1351.80,1351.80,0.00K,-0.65%
"Jan 03, 2019",1359.80,1359.80,1359.80,1359.80,0.01K,0.76%
"Jan 02, 2019",1349.50,1349.50,1349.50,1349.50,0.10K,5.15%
"Jan 01, 2019",1283.35,1284.70,1284.75,1282.85,-,-4.73%
"Dec 31, 2018",1347.10,1347.10,1347.10,1347.10,0.05K,-0.09%
"Dec 28, 2018",1348.30,1348.30,1348.30,1348.30,0.08K,0.13%
"Dec 27, 2018",1346.50,1346.50,1346.50,1346.50,0.03K,0.61%
"Dec 26, 2018",1338.30,1343.00,1343.00,1343.00,0.00K,5.32%
"Dec 25, 2018",1270.75,1272.50,1274.55,1270.65,-,-4.96%
"Dec 24, 2018",1337.00,1337.00,1337.00,1337.00,0.03K,1.05%
"Dec 21, 2018",1323.10,1323.10,1323.10,1323.10,0.06K,-0.75%
"Dec 20, 2018",1333.10,1333.10,1333.10,1333.10,0.01K,0.89%
"Dec 19, 2018",1321.30,1321.30,1321.30,1321.30,0.27K,0.21%
"Dec 18, 2018",1318.50,1318.50,1318.50,1318.50,0.03K,0.08%
"Dec 17, 2018",1317.40,1317.40,1317.40,1317.40,0.01K,0.80%
"Dec 14, 2018",1307.00,1307.00,1307.00,1307.00,0.03K,-0.47%
"Dec 13, 2018",1313.20,1313.20,1313.20,1313.20,0.19K,-0.20%
"Dec 12, 2018",1315.80,1315.80,1315.80,1315.80,0.07K,0.22%
"Dec 11, 2018",1312.90,1312.90,1312.90,1312.90,0.00K,-0.14%
"Dec 10, 2018",1314.80,1314.80,1314.80,1314.80,0.09K,-0.36%
"Dec 07, 2018",1319.50,1319.50,1319.50,1319.50,0.00K,0.71%
"Dec 06, 2018",1310.20,1313.90,1313.90,1309.50,0.00K,0.05%
"Dec 05, 2018",1309.60,1309.60,1309.60,1309.60,0.00K,-0.30%
"Dec 04, 2018",1313.60,1313.60,1313.60,1313.60,0.02K,0.55%
"Dec 03, 2018",1306.40,1306.40,1306.40,1306.40,0.05K,1.06%
"Nov 30, 2018",1292.70,1289.70,1289.70,1289.70,0.00K,-0.33%
"Nov 29, 2018",1297.00,1297.00,1297.00,1297.00,0.00K,0.05%
"Nov 28, 2018",1296.40,1296.40,1296.40,1296.40,0.00K,0.77%
"Nov 27, 2018",1286.50,1286.50,1286.50,1286.50,0.01K,-0.72%
"Nov 26, 2018",1295.80,1295.80,1295.80,1295.80,0.00K,-0.02%
"Nov 23, 2018",1296.10,1296.10,1296.10,1296.10,0.06K,5.55%
"Nov 22, 2018",1228.00,1226.40,1229.70,1225.50,-,-5.60%
"Nov 21, 2018",1300.80,1300.80,1300.80,1300.80,0.34K,0.57%
"Nov 20, 2018",1293.40,1293.40,1293.40,1293.40,0.01K,-0.32%
"Nov 19, 2018",1297.50,1297.50,1297.50,1297.50,0.10K,0.20%
"Nov 16, 2018",1294.90,1294.90,1294.90,1294.90,0.00K,0.57%
"Nov 15, 2018",1287.60,1287.60,1287.60,1287.60,0.01K,0.34%
"Nov 14, 2018",1283.20,1283.20,1283.20,1283.20,0.33K,0.67%
"Nov 13, 2018",1274.70,1274.70,1274.70,1274.70,0.01K,-0.16%
"Nov 12, 2018",1276.80,1276.80,1276.80,1276.80,0.03K,-0.42%
"Nov 09, 2018",1282.20,1282.20,1282.20,1282.20,0.08K,-1.32%
"Nov 08, 2018",1299.30,1299.30,1299.30,1299.30,0.00K,-0.27%
"Nov 07, 2018",1302.80,1302.80,1302.80,1302.80,0.00K,0.18%
"Nov 06, 2018",1300.40,1300.40,1300.40,1300.40,0.01K,-0.46%
"Nov 05, 2018",1306.40,1306.40,1306.40,1306.40,0.05K,-0.07%
"Nov 02, 2018",1307.30,1307.30,1307.30,1307.30,0.00K,-0.37%
"Nov 01, 2018",1312.20,1312.20,1312.20,1312.20,0.01K,1.86%
"Oct 31, 2018",1288.20,1291.10,1291.10,1291.10,0.00K,-0.82%
"Oct 30, 2018",1298.90,1296.70,1296.70,1296.70,0.00K,-0.17%
"Oct 29, 2018",1301.10,1301.10,1301.10,1301.10,0.00K,-0.66%
"Oct 26, 2018",1309.70,1309.70,1309.70,1309.70,0.05K,0.23%
"Oct 25, 2018",1306.70,1306.70,1306.70,1306.70,0.00K,0.09%
"Oct 24, 2018",1305.50,1305.50,1305.50,1305.50,0.01K,-0.50%
"Oct 23, 2018",1312.00,1312.00,1312.00,1312.00,0.03K,0.94%
"Oct 22, 2018",1299.80,1299.80,1299.80,1299.80,0.02K,-0.31%
"Oct 19, 2018",1303.80,1303.80,1303.80,1303.80,0.06K,-0.10%
"Oct 18, 2018",1305.10,1305.10,1305.10,1305.10,0.17K,0.25%
"Oct 17, 2018",1301.90,1301.90,1301.90,1301.90,0.01K,-0.30%
"Oct 16, 2018",1305.80,1305.80,1305.80,1305.80,0.05K,0.03%
"Oct 15, 2018",1305.40,1305.40,1305.40,1305.40,0.14K,0.70%
"Oct 12, 2018",1296.30,1296.30,1296.30,1296.30,0.12K,-0.46%
"Oct 11, 2018",1302.30,1271.20,1271.20,1271.20,0.00K,2.73%
"Oct 10, 2018",1267.70,1267.70,1267.70,1267.70,0.06K,0.15%
"Oct 09, 2018",1265.80,1265.80,1265.80,1265.80,0.01K,0.23%
"Oct 08, 2018",1262.90,1262.90,1262.90,1262.90,0.04K,-1.35%
"Oct 05, 2018",1280.20,1280.20,1280.20,1280.20,0.01K,0.37%
"Oct 04, 2018",1275.50,1275.50,1275.50,1275.50,0.00K,-0.09%
"Oct 03, 2018",1276.70,1276.70,1276.70,1276.70,0.08K,-0.31%
"Oct 02, 2018",1280.70,1280.70,1280.70,1280.70,0.00K,1.29%
"Oct 01, 2018",1264.40,1264.40,1264.40,1264.40,0.18K,-0.34%
"Sep 28, 2018",1268.70,1270.00,1270.00,1270.00,0.00K,0.71%
"Sep 27, 2018",1259.80,1260.00,1260.00,1260.00,0.00K,-0.94%
"Sep 26, 2018",1271.80,1271.80,1271.80,1271.80,0.00K,-0.50%
"Sep 25, 2018",1278.20,1278.20,1278.20,1278.20,0.02K,0.06%
"Sep 24, 2018",1277.40,1277.40,1277.40,1277.40,0.01K,0.24%
"Sep 21, 2018",1274.30,1274.30,1274.30,1274.30,0.04K,-0.79%
"Sep 20, 2018",1284.40,1284.40,1284.40,1284.40,0.01K,0.23%
"Sep 19, 2018",1281.50,1281.50,1281.50,1281.50,0.01K,0.45%
"Sep 18, 2018",1275.70,1275.70,1275.70,1275.70,0.03K,-0.21%
"Sep 17, 2018",1278.40,1278.40,1278.40,1278.40,0.04K,0.36%
"Sep 14, 2018",1273.80,1273.80,1273.80,1273.80,0.00K,-0.56%
"Sep 13, 2018",1281.00,1281.00,1281.00,1281.00,0.02K,-0.23%
"Sep 12, 2018",1283.90,1269.60,1271.00,1269.50,0.02K,0.75%
"Sep 11, 2018",1274.40,1274.40,1274.40,1274.40,0.02K,0.22%
"Sep 10, 2018",1271.60,1271.60,1271.60,1271.60,0.01K,-0.04%
"Sep 07, 2018",1272.10,1272.10,1272.10,1272.10,0.00K,-0.28%
"Sep 06, 2018",1275.70,1275.70,1275.70,1275.70,0.00K,0.24%
"Sep 05, 2018",1272.60,1266.10,1271.90,1266.10,0.01K,0.19%
"Sep 04, 2018",1270.20,1270.20,1270.20,1270.20,0.03K,5.30%
"Sep 03, 2018",1206.30,1204.90,1209.60,1201.30,-,0.12%
"Sep 02, 2018",1204.90,1206.20,1206.60,1204.50,-,-5.70%
"Aug 31, 2018",1277.70,1277.70,1277.70,1277.70,0.03K,0.13%
"Aug 30, 2018",1276.10,1276.10,1276.10,1276.10,0.01K,-0.56%
"Aug 29, 2018",1283.30,1283.30,1283.30,1283.30,0.03K,-0.24%
"Aug 28, 2018",1286.40,1286.40,1286.40,1286.40,0.14K,-0.12%
"Aug 27, 2018",1288.00,1288.00,1288.00,1288.00,0.15K,0.23%
"Aug 24, 2018",1285.00,1285.00,1285.00,1285.00,0.01K,1.56%
"Aug 23, 2018",1265.20,1265.20,1265.20,1265.20,0.00K,-0.83%
"Aug 22, 2018",1275.80,1280.20,1280.20,1278.20,0.00K,0.24%
"Aug 21, 2018",1272.80,1272.90,1272.90,1272.90,0.00K,0.42%
"Aug 20, 2018",1267.50,1266.00,1266.00,1266.00,0.00K,0.75%
"Aug 17, 2018",1258.10,1258.10,1258.10,1258.10,0.00K,0.01%
"Aug 16, 2018",1258.00,1258.00,1258.00,1258.00,0.04K,-0.13%
"Aug 15, 2018",1259.70,1265.80,1265.80,1265.80,0.00K,-1.27%
"Aug 14, 2018",1275.90,1273.40,1273.40,1273.40,0.00K,0.14%
"Aug 13, 2018",1274.10,1274.10,1274.10,1274.10,0.01K,-1.58%
"Aug 10, 2018",1294.60,1294.60,1294.60,1294.60,0.08K,-0.09%
"Aug 09, 2018",1295.80,1295.80,1295.80,1295.80,0.04K,-0.08%
"Aug 08, 2018",1296.80,1296.80,1296.80,1296.80,0.21K,0.20%
"Aug 07, 2018",1294.20,1294.20,1294.20,1294.20,0.72K,0.05%
"Aug 06, 2018",1293.60,1302.80,1305.00,1298.60,0.01K,-0.45%
"Aug 03, 2018",1299.40,1288.80,1298.40,1288.80,0.01K,0.25%
"Aug 02, 2018",1296.20,1308.00,1308.00,1308.00,0.00K,-0.60%
"Aug 01, 2018",1304.00,1304.00,1304.00,1304.00,1.03K,-0.44%
"Jul 31, 2018",1309.80,1309.80,1309.80,1309.80,2.72K,0.16%
"Jul 30, 2018",1307.70,1306.90,1309.10,1301.90,0.01K,-0.10%
"Jul 27, 2018",1309.00,1309.00,1309.00,1309.00,0.00K,-0.19%
"Jul 26, 2018",1311.50,1311.50,1311.50,1311.50,0.00K,-0.39%
"Jul 25, 2018",1316.70,1316.70,1316.70,1316.70,0.06K,0.45%
"Jul 24, 2018",1310.80,1310.80,1310.80,1310.80,0.04K,0.01%
"Jul 23, 2018",1310.70,1307.60,1307.60,1307.60,0.00K,-0.46%
"Jul 20, 2018",1316.80,1316.80,1316.80,1316.80,0.15K,0.49%
"Jul 19, 2018",1310.40,1302.00,1302.00,1302.00,0.08K,-0.35%
"Jul 18, 2018",1315.00,1315.00,1315.00,1315.00,0.00K,0.03%
"Jul 17, 2018",1314.60,1320.00,1320.00,1320.00,0.03K,-0.97%
"Jul 16, 2018",1327.50,1327.50,1327.50,1327.50,0.00K,-0.11%
"Jul 13, 2018",1329.00,1327.00,1327.00,1327.00,0.00K,-0.46%
"Jul 12, 2018",1335.20,1335.20,1335.20,1335.20,0.01K,0.16%
"Jul 11, 2018",1333.10,1333.10,1333.10,1333.10,0.03K,-0.88%
"Jul 10, 2018",1344.90,1344.90,1344.90,1344.90,0.07K,-0.29%
"Jul 09, 2018",1348.80,1348.80,1348.80,1348.80,0.04K,0.31%
"Jul 06, 2018",1344.60,1344.60,1344.60,1344.60,0.01K,-0.21%
"Jul 05, 2018",1347.40,1347.40,1347.40,1347.40,0.01K,7.10%
"Jul 04, 2018",1258.10,1256.20,1262.40,1255.30,-,-6.27%
"Jul 03, 2018",1342.20,1342.20,1342.20,1342.20,0.04K,0.94%
"Jul 02, 2018",1329.70,1329.70,1329.70,1329.70,0.03K,-1.04%
"Jun 29, 2018",1343.70,1343.70,1343.70,1343.70,0.05K,0.28%
"Jun 28, 2018",1340.00,1340.00,1340.00,1340.00,0.38K,-0.41%
"Jun 27, 2018",1345.50,1345.50,1345.50,1345.50,0.01K,-0.33%
"Jun 26, 2018",1350.00,1350.00,1350.00,1350.00,0.09K,-0.71%
"Jun 25, 2018",1359.60,1353.70,1353.70,1353.70,0.00K,-0.15%
"Jun 22, 2018",1361.70,1365.00,1365.00,1365.00,0.00K,0.02%
"Jun 21, 2018",1361.40,1360.00,1360.00,1360.00,0.00K,-0.31%
"Jun 20, 2018",1365.70,1376.80,1376.80,1376.80,0.00K,-0.28%
"Jun 19, 2018",1369.60,1369.60,1369.60,1369.60,0.03K,-0.14%
"Jun 18, 2018",1371.50,1371.50,1371.50,1371.50,0.04K,0.13%
"Jun 15, 2018",1369.70,1369.70,1369.70,1369.70,0.59K,-2.23%
"Jun 14, 2018",1401.00,1401.00,1401.00,1401.00,0.05K,0.51%
"Jun 13, 2018",1393.90,1393.90,1393.90,1393.90,0.14K,0.12%
"Jun 12, 2018",1392.20,1392.20,1392.20,1392.20,0.15K,-0.27%
"Jun 11, 2018",1395.90,1395.90,1395.90,1395.90,0.07K,0.08%
"Jun 08, 2018",1394.80,1394.80,1394.80,1394.80,0.65K,0.00%
"Jun 07, 2018",1394.80,1394.80,1394.80,1394.80,0.08K,0.06%
"Jun 06, 2018",1393.90,1393.90,1393.90,1393.90,0.03K,-0.04%
"Jun 05, 2018",1394.50,1394.50,1394.50,1394.50,0.36K,0.36%
"Jun 04, 2018",1389.50,1389.60,1390.50,1389.60,0.00K,-0.04%
"Jun 01, 2018",1390.10,1392.40,1392.40,1392.40,0.00K,-0.35%
"May 31, 2018",1395.00,1395.00,1395.00,1395.00,4.08K,-0.12%
"May 30, 2018",1396.70,1396.70,1396.70,1396.70,50.85K,0.22%
"May 29, 2018",1393.70,1393.70,1393.70,1393.70,0.08K,7.41%
"May 28, 2018",1297.60,1298.40,1299.70,1294.70,-,-0.05%
"May 27, 2018",1298.30,1299.80,1299.90,1296.10,-,-7.48%
"May 25, 2018",1403.20,1403.20,1403.20,1403.20,0.00K,-0.07%
"May 24, 2018",1404.20,1404.20,1404.20,1404.20,0.02K,1.08%
"May 23, 2018",1389.20,1389.20,1389.20,1389.20,0.01K,-0.21%
"May 22, 2018",1392.10,1392.10,1392.10,1392.10,0.05K,0.07%
"May 21, 2018",1391.10,1391.10,1391.10,1391.10,0.05K,-0.01%
"May 18, 2018",1391.30,1391.30,1391.30,1391.30,0.00K,0.09%
"May 17, 2018",1390.00,1390.00,1390.00,1390.00,0.00K,-0.15%
"May 16, 2018",1392.10,1392.10,1392.10,1392.10,0.03K,0.17%
"May 15, 2018",1389.80,1405.30,1405.30,1405.30,0.00K,-1.98%
"May 14, 2018",1417.90,1417.90,1417.90,1417.90,0.00K,-0.18%
"May 11, 2018",1420.40,1420.40,1420.40,1420.40,0.00K,-0.12%
"May 10, 2018",1422.10,1422.10,1422.10,1422.10,0.01K,0.64%
"May 09, 2018",1413.00,1413.50,1413.50,1413.30,0.03K,-0.06%
"May 08, 2018",1413.80,1413.80,1413.80,1413.80,0.34K,-0.03%
"May 07, 2018",1414.20,1414.20,1414.20,1414.20,0.00K,-0.04%
"May 04, 2018",1414.70,1414.70,1414.70,1414.70,0.04K,0.16%
"May 03, 2018",1412.40,1412.40,1412.40,1412.40,0.00K,0.51%
"May 02, 2018",1405.30,1405.30,1405.30,1405.30,0.02K,-0.08%
"May 01, 2018",1406.40,1406.40,1406.40,1406.40,0.03K,-0.89%
"Apr 30, 2018",1419.10,1419.10,1419.10,1419.10,0.05K,-0.32%
"Apr 27, 2018",1423.60,1423.60,1423.60,1423.60,0.62K,0.39%
"Apr 26, 2018",1418.00,1418.00,1418.00,1418.00,0.01K,-0.34%
"Apr 25, 2018",1422.90,1422.90,1422.90,1422.90,0.28K,-0.71%
"Apr 24, 2018",1433.10,1433.10,1433.10,1433.10,0.03K,0.64%
"Apr 23, 2018",1424.00,1424.00,1424.00,1424.00,0.01K,-0.99%
"Apr 20, 2018",1438.20,1442.00,1442.00,1442.00,0.00K,-0.73%
"Apr 19, 2018",1448.80,1453.00,1453.00,1453.00,0.00K,-0.32%
"Apr 18, 2018",1453.50,1460.10,1460.10,1460.10,0.00K,0.29%
"Apr 17, 2018",1449.30,1449.30,1449.30,1449.30,0.41K,-0.09%
"Apr 16, 2018",1450.60,1450.60,1450.60,1450.60,0.06K,0.19%
"Apr 13, 2018",1447.90,1447.90,1447.90,1447.90,0.07K,0.45%
"Apr 12, 2018",1441.40,1441.40,1441.40,1441.40,0.03K,-1.27%
"Apr 11, 2018",1460.00,1460.00,1460.00,1460.00,0.00K,1.00%
"Apr 10, 2018",1445.50,1445.50,1445.50,1445.50,0.11K,0.41%
"Apr 09, 2018",1439.60,1439.60,1439.60,1439.60,0.29K,0.26%
"Apr 06, 2018",1435.90,1435.90,1435.90,1435.90,0.35K,0.55%
"Apr 05, 2018",1428.10,1428.10,1428.10,1428.10,0.26K,-0.81%
"Apr 04, 2018",1439.70,1439.70,1439.70,1439.70,0.72K,0.22%
"Apr 03, 2018",1436.50,1436.50,1436.50,1436.50,0.70K,-0.64%
"Apr 02, 2018",1445.80,1445.80,1445.80,1445.80,0.65K,1.39%
"Mar 29, 2018",1426.00,1426.00,1426.00,1426.00,5.59K,-0.20%
"Mar 28, 2018",1428.90,1428.90,1428.90,1428.90,59.28K,-1.31%
"Mar 27, 2018",1447.80,1447.80,1447.80,1447.80,0.01K,-0.90%
"Mar 26, 2018",1461.00,1461.00,1461.00,1461.00,0.01K,0.41%
"Mar 23, 2018",1455.00,1455.00,1455.00,1455.00,0.01K,1.59%
"Mar 22, 2018",1432.20,1432.20,1432.20,1432.20,0.00K,0.39%
"Mar 21, 2018",1426.60,1426.60,1426.60,1426.60,0.01K,0.73%
"Mar 20, 2018",1416.20,1416.20,1416.20,1416.20,0.00K,-0.39%
"Mar 19, 2018",1421.70,1421.70,1421.70,1421.70,0.01K,0.38%
"Mar 16, 2018",1416.30,1416.30,1416.30,1416.30,0.03K,-0.38%
"Mar 15, 2018",1421.70,1421.70,1421.70,1421.70,0.10K,-0.56%
"Mar 14, 2018",1429.70,1429.70,1429.70,1429.70,0.03K,-0.12%
"Mar 13, 2018",1431.40,1433.40,1433.40,1433.40,0.00K,0.46%
"Mar 12, 2018",1424.80,1424.80,1424.80,1424.80,0.00K,-0.22%
"Mar 09, 2018",1428.00,1428.00,1428.00,1428.00,0.09K,0.30%
"Mar 08, 2018",1423.70,1423.70,1423.70,1423.70,0.06K,-0.29%
"Mar 07, 2018",1427.90,1427.90,1427.90,1427.90,0.03K,-0.56%
"Mar 06, 2018",1435.90,1435.90,1435.90,1435.90,0.02K,1.08%
"Mar 05, 2018",1420.50,1420.50,1420.50,1420.50,0.02K,-0.26%
"Mar 02, 2018",1424.20,1424.20,1424.20,1424.20,0.16K,1.29%
"Mar 01, 2018",1406.00,1406.00,1406.00,1406.00,0.04K,-0.93%
"Feb 28, 2018",1419.20,1419.20,1419.20,1419.20,0.06K,-0.03%
"Feb 27, 2018",1419.60,1419.60,1419.60,1419.60,0.05K,-0.94%
"Feb 26, 2018",1433.10,1433.10,1433.10,1433.10,0.04K,0.29%
"Feb 23, 2018",1429.00,1429.00,1429.00,1429.00,0.43K,-0.17%
"Feb 22, 2018",1431.40,1431.40,1431.40,1431.40,0.07K,0.06%
"Feb 21, 2018",1430.60,1430.60,1430.60,1430.60,0.12K,0.15%
"Feb 20, 2018",1428.40,1428.40,1428.40,1428.40,0.28K,5.98%
"Feb 19, 2018",1347.80,1350.40,1353.90,1347.40,-,-0.20%
"Feb 18, 2018",1350.50,1349.70,1352.40,1349.70,-,-7.04%
"Feb 16, 2018",1452.80,1452.80,1452.80,1452.80,0.11K,0.09%
"Feb 15, 2018",1451.50,1451.50,1451.50,1451.50,0.11K,-0.10%
"Feb 14, 2018",1452.90,1452.90,1452.90,1452.90,0.40K,1.97%
"Feb 13, 2018",1424.80,1424.80,1424.80,1424.80,0.07K,0.27%
"Feb 12, 2018",1420.90,1420.90,1420.90,1420.90,0.14K,0.77%
"Feb 09, 2018",1410.10,1410.10,1410.10,1410.10,0.00K,-0.33%
"Feb 08, 2018",1414.80,1414.80,1414.80,1414.80,0.46K,0.29%
"Feb 07, 2018",1410.70,1410.70,1410.70,1410.70,0.49K,-1.03%
"Feb 06, 2018",1425.40,1425.40,1425.40,1425.40,0.53K,-0.52%
"Feb 05, 2018",1432.90,1432.90,1432.90,1432.90,0.64K,-0.12%
"Feb 02, 2018",1434.60,1434.60,1434.60,1434.60,2.84K,-0.73%
"Feb 01, 2018",1445.10,1445.10,1445.10,1445.10,1.68K,0.40%
"Jan 31, 2018",1439.40,1439.40,1439.40,1439.40,4.88K,0.22%
"Jan 30, 2018",1436.20,1436.20,1436.20,1436.20,52.10K,-0.35%
"Jan 29, 2018",1441.30,1441.30,1441.30,1441.30,0.00K,-0.85%
"Jan 26, 2018",1453.70,1453.70,1453.70,1453.70,0.05K,-0.64%
"Jan 25, 2018",1463.10,1463.10,1463.10,1463.10,0.00K,0.47%
"Jan 24, 2018",1456.30,1456.30,1456.30,1456.30,0.02K,1.54%
"Jan 23, 2018",1434.20,1434.20,1434.20,1434.20,0.05K,0.32%
"Jan 22, 2018",1429.60,1429.60,1429.60,1429.60,0.16K,0.26%
"Jan 19, 2018",1425.90,1425.90,1425.90,1425.90,0.05K,0.49%
