,Date,CloseBTC,CloseGold,CloseBTC_minmax_norm,CloseGold_minmax_norm,CloseBTC_z_norm,CloseGold_z_norm
121,2012-11-18,11.314285714285711,1722.3200000000004,0.00017131800506402925,0.6333631801428486,-0.5112996507558843,1.1660387889438002
122,2012-11-25,12.142857142857142,1734.1,0.00018397589588404673,0.6456281365179184,-0.5112388153304329,1.2210772288905583
123,2012-12-02,12.428571428571427,1729.2599999999998,0.00018834068582198376,0.6405888844928469,-0.5112178375975185,1.1984638121382385
124,2012-12-09,13.3,1702.14,0.00020165329513269182,0.6123524144680674,-0.5111538555121299,1.071753923228551
125,2012-12-16,13.542857142857144,1705.8399999999995,0.00020536336657993833,0.6162047352310346,-0.5111360244391526,1.089041039340858
126,2012-12-23,13.414285714285715,1667.4,0.00020339921110786662,0.5761822460071216,-0.5111454644189641,0.9094419195145907
127,2012-12-30,13.414285714285715,1658.975,0.00020339921110786662,0.5674104075130666,-0.5111454644189641,0.8700786889075054
128,2013-01-06,13.400000000000002,1671.125,0.0002031809716109698,0.5800605959644337,-0.5111465133056099,0.9268458404654971
129,2013-01-13,13.942857142857141,1659.8200000000004,0.00021147407249305015,0.568290194281907,-0.5111066556130727,0.8740266924520758
130,2013-01-20,15.114285714285714,1682.4,0.00022936971123859208,0.5917997626137477,-0.5110206469081239,0.9795248226726045
131,2013-01-27,17.371428571428574,1676.25,0.0002638515517482948,0.5853965808050309,-0.5108549228181009,0.9507908323778185
132,2013-02-03,19.857142857142858,1664.6,0.0003018252242083471,0.5732669762405513,-0.5106724165417462,0.8963597775917607
133,2013-02-10,22.08571428571429,1672.36,0.00033587058572425615,0.5813464381650458,-0.5105087902250146,0.9326159994921731
134,2013-02-17,26.042857142857148,1636.92,0.00039632292636468435,0.5444474522624576,-0.5102182486241512,0.7670334602975064
135,2013-02-24,29.4,1582.9499999999996,0.0004476092081354446,0.48825562751181684,-0.509971760262408,0.5148751747349702
136,2013-03-03,32.728571428571435,1589.2400000000002,0.0004984590109124114,0.49480457280886264,-0.5097273696739562,0.5442632721259004
137,2013-03-10,42.357142857142854,1574.5399999999993,0.0006455524318208899,0.4794994065343682,-0.5090204200747436,0.47558202703104235
138,2013-03-17,46.88571428571429,1588.14,0.0007147343523371924,0.49365928825770994,-0.5086879230080517,0.5391238592276454
139,2013-03-24,64.52857142857142,1608.6799999999996,0.0009842601310048051,0.5150448743310493,-0.5073925480005924,0.6350907146186835
140,2013-03-31,86.12857142857142,1600.35,0.0013142382503128463,0.5063719467755033,-0.5058066313922698,0.5961713423982679
141,2013-04-07,133.7571428571429,1571.02,0.0020418487329669534,0.47583449597068067,-0.5023096433154527,0.4591359057566317
142,2013-04-14,143.91428571428568,1556.36,0.0021970170152606147,0.4605709764071381,-0.5015638849103486,0.39064154840353243
143,2013-04-21,102.45714285714287,1383.38,0.001563685995265949,0.2804697748995274,-0.5046077539562165,-0.41755449081468266
144,2013-04-28,138.0142857142857,1433.6799999999996,0.002106884103042215,0.3328405139204127,-0.5019970750950293,-0.1825431555581451
145,2013-05-05,118.98571428571428,1463.5800000000004,0.0018161890931756072,0.363971430356288,-0.503394192107123,-0.042844568596500494
146,2013-05-12,113.71428571428572,1459.3200000000004,0.0017356587188206687,0.35953605564000624,-0.5037812312793922,-0.0627481130933764
147,2013-05-19,118.71428571428572,1401.5399999999993,0.0018120425427345672,0.29937738167128175,-0.5034141209533917,-0.332707456058051
148,2013-05-26,127.65714285714287,1381.7,0.001948660467791997,0.27872061303958523,-0.5027575179131734,-0.42540377596838047
149,2013-06-02,128.64285714285714,1394.09,0.0019637189930778796,0.2916206817566582,-0.502685144734619,-0.3675152979598616
150,2013-06-09,114.61428571428571,1401.18,0.0017494078071251704,0.29900256127272357,-0.5037151514207121,-0.3343894457338397
151,2013-06-16,103.95714285714286,1383.98,0.0015866011424401183,0.28109447556379236,-0.5044976208584163,-0.41475117468836253
152,2013-06-23,107.77142857142857,1340.1,0.0016448710881115782,0.23540803365054233,-0.5042175681240101,-0.6197670273932729
153,2013-06-30,99.75714285714285,1243.2800000000002,0.0015224387303524438,0.13460216979364076,-0.5048059935322567,-1.0721288063105319
154,2013-07-07,78.87142857142855,1242.31,0.001203372585889245,0.13359223705307868,-0.5063394658082935,-1.0766608340480845
155,2013-07-14,88.05714285714285,1257.22,0.0013437005823939213,0.149116048560065,-0.5056650316950981,-1.0069984283090183
156,2013-07-21,94.05714285714285,1286.0800000000004,0.0014353611710905994,0.17916415051121376,-0.5052244993038975,-0.8721589226329981
